2026-04-21 06:54 | SIGNAL | BTC/USDT LONG | grade=? conf=81.9 | entry=75462.8000-75746.2206 sl=73790.0021 tp1=77419.0186 tp2=77963.3710 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:04 | SIGNAL | SOL/USDT LONG | grade=? conf=98.0 | entry=84.2800-84.6900 sl=82.4573 tp1=86.5126 tp2=87.5062 | rr=1.49 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.49<1.50)
2026-04-21 07:04 | SIGNAL | XRP/USDT LONG | grade=? conf=95.0 | entry=1.4226-1.4292 sl=1.3917 tp1=1.4601 tp2=1.4704 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:04 | SIGNAL | DOGE/USDT LONG | grade=? conf=95.0 | entry=0.0940-0.0945 sl=0.0920 tp1=0.0965 tp2=0.0975 | rr=1.44 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.44<1.50)
2026-04-21 07:04 | SIGNAL | HYPE/USDT LONG | grade=? conf=91.5 | entry=40.0763-40.3634 sl=36.8996 tp1=44.8704 tp2=45.8643 | rr=1.70 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.70<2.00)
2026-04-21 07:04 | SIGNAL | PIEVERSE/USDT LONG | grade=B conf=79.8 | entry=1.0305-1.0916 sl=0.8631 tp1=1.4879 tp2=2.2486 | rr=6.00 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=86 vol=54 flow=50 deriv=40 sent=60 corr=60 → APPROVED
2026-04-21 07:05 | SIGNAL | AAVE/USDT SHORT | grade=? conf=70.2 | entry=91.6410-92.9200 sl=97.5341 tp1=87.0269 tp2=85.4508 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:05 | SIGNAL | 1000PEPE/USDT LONG | grade=? conf=95.0 | entry=0.0037-0.0037 sl=0.0036 tp1=0.0038 tp2=0.0039 | rr=1.54 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:05 | SIGNAL | BNB/USDT LONG | grade=? conf=94.5 | entry=631.7722-633.7755 sl=617.5873 tp1=647.9604 tp2=652.5164 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:05 | SIGNAL | ADA/USDT LONG | grade=? conf=95.0 | entry=0.2476-0.2490 sl=0.2424 tp1=0.2543 tp2=0.2561 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:05 | SIGNAL | SUI/USDT LONG | grade=? conf=95.0 | entry=0.9244-0.9303 sl=0.8830 tp1=0.9939 tp2=1.0072 | rr=1.80 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:05 | SIGNAL | AVAX/USDT LONG | grade=? conf=77.9 | entry=9.2555-9.3089 sl=8.7883 tp1=10.0336 tp2=10.1811 | rr=1.82 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.82<2.00)
2026-04-21 07:05 | SIGNAL | TAO/USDT LONG | grade=? conf=95.0 | entry=243.6700-246.0822 sl=236.6378 tp1=260.6000 tp2=263.0715 | rr=2.21 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:05 | SIGNAL | GRIFFAIN/USDT SHORT | grade=? conf=69.9 | entry=0.0181-0.0185 sl=0.0191 tp1=0.0171 tp2=0.0169 | rr=1.81 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.81<2.00)
2026-04-21 07:05 | SIGNAL | DOT/USDT LONG | grade=? conf=95.0 | entry=1.2450-1.2532 sl=1.2191 tp1=1.2791 tp2=1.3000 | rr=1.70 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:05 | SIGNAL | NEAR/USDT LONG | grade=? conf=95.0 | entry=1.3661-1.3748 sl=1.3337 tp1=1.4072 tp2=1.4183 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:05 | SIGNAL | FIL/USDT LONG | grade=? conf=95.0 | entry=0.9130-0.9191 sl=0.8940 tp1=0.9380 tp2=0.9453 | rr=1.33 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.33<1.50)
2026-04-21 07:06 | SIGNAL | MERL/USDT SHORT | grade=? conf=69.3 | entry=0.0364-0.0374 sl=0.0403 tp1=0.0334 tp2=0.0323 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:06 | SIGNAL | TRX/USDT LONG | grade=? conf=95.0 | entry=0.3288-0.3295 sl=0.3212 tp1=0.3377 tp2=0.3401 | rr=1.39 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.39<1.50)
2026-04-21 07:06 | SIGNAL | FARTCOIN/USDT LONG | grade=? conf=95.0 | entry=0.1995-0.2025 sl=0.1913 tp1=0.2212 tp2=0.2240 | rr=2.37 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:06 | SIGNAL | LTC/USDT LONG | grade=? conf=95.0 | entry=55.0021-55.2059 sl=53.7815 tp1=56.4265 tp2=56.8232 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:06 | SIGNAL | WLD/USDT LONG | grade=? conf=95.0 | entry=0.2620-0.2642 sl=0.2568 tp1=0.2715 tp2=0.2734 | rr=1.63 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:06 | SIGNAL | UNI/USDT LONG | grade=? conf=95.0 | entry=3.3151-3.3358 sl=3.0157 tp1=3.7158 tp2=3.8087 | rr=1.56 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:06 | SIGNAL | BCH/USDT LONG | grade=? conf=95.0 | entry=440.4800-441.9356 sl=430.6188 tp1=451.7968 tp2=454.9735 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:07 | SIGNAL | ASTER/USDT LONG | grade=? conf=95.0 | entry=0.6749-0.6778 sl=0.6601 tp1=0.6926 tp2=0.6975 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:07 | SIGNAL | XLM/USDT LONG | grade=? conf=95.0 | entry=0.1716-0.1726 sl=0.1501 tp1=0.1941 tp2=0.2007 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:07 | SIGNAL | PIPPIN/USDT LONG | grade=? conf=87.0 | entry=0.0247-0.0254 sl=0.0229 tp1=0.0315 tp2=0.0321 | rr=3.32 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:07 | SIGNAL | LDO/USDT LONG | grade=? conf=95.0 | entry=0.3725-0.3772 sl=0.3498 tp1=0.3999 tp2=0.4074 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:07 | SIGNAL | 1000SHIB/USDT LONG | grade=? conf=95.0 | entry=0.0060-0.0060 sl=0.0058 tp1=0.0061 tp2=0.0061 | rr=1.04 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.04<1.50)
2026-04-21 07:07 | SIGNAL | GALA/USDT LONG | grade=? conf=95.0 | entry=0.0032-0.0032 sl=0.0031 tp1=0.0033 tp2=0.0033 | rr=1.49 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.49<1.50)
2026-04-21 07:07 | SIGNAL | BULLA/USDT SHORT | grade=? conf=64.9 | entry=0.0098-0.0102 sl=0.0116 tp1=0.0084 tp2=0.0079 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:07 | SIGNAL | 1000BONK/USDT LONG | grade=? conf=95.0 | entry=0.0061-0.0061 sl=0.0060 tp1=0.0063 tp2=0.0063 | rr=1.49 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.49<1.50)
2026-04-21 07:07 | SIGNAL | INTC/USDT LONG | grade=? conf=95.0 | entry=66.2763-66.5574 sl=64.8229 tp1=68.2900 tp2=69.5570 | rr=1.97 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:07 | SIGNAL | TON/USDT LONG | grade=? conf=95.0 | entry=1.3696-1.3777 sl=1.3328 tp1=1.4145 tp2=1.4268 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:07 | SIGNAL | TIA/USDT LONG | grade=C conf=69.5 | entry=0.3740-0.3779 sl=0.3632 tp1=0.3916 tp2=0.4125 | rr=2.86 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=84 vol=43 flow=60 deriv=40 sent=60 corr=50 → APPROVED
2026-04-21 07:08 | SIGNAL | APT/USDT LONG | grade=? conf=95.0 | entry=0.9201-0.9265 sl=0.8999 tp1=0.9504 tp2=0.9663 | rr=1.84 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:08 | SIGNAL | WIF/USDT LONG | grade=? conf=95.0 | entry=0.1983-0.1999 sl=0.1943 tp1=0.2051 tp2=0.2081 | rr=1.89 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:08 | SIGNAL | HBAR/USDT LONG | grade=? conf=95.0 | entry=0.0879-0.0883 sl=0.0831 tp1=0.0931 tp2=0.0946 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:08 | SIGNAL | OP/USDT LONG | grade=? conf=95.0 | entry=0.1224-0.1233 sl=0.1062 tp1=0.1395 tp2=0.1445 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:08 | SIGNAL | HOOD/USDT LONG | grade=? conf=85.6 | entry=90.4933-90.9348 sl=82.0554 tp1=100.0343 tp2=102.6319 | rr=1.38 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.38<2.00)
2026-04-21 07:08 | SIGNAL | VIRTUAL/USDT LONG | grade=? conf=95.0 | entry=0.6874-0.6927 sl=0.6714 tp1=0.7088 tp2=0.7147 | rr=1.32 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.32<1.50)
2026-04-21 07:08 | SIGNAL | NEIRO/USDT SHORT | grade=? conf=59.8 | entry=0.0001-0.0001 sl=0.0001 tp1=0.0001 tp2=0.0001 | rr=4.91 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:08 | SIGNAL | WLFI/USDT LONG | grade=? conf=95.0 | entry=0.0784-0.0788 sl=0.0767 tp1=0.0814 tp2=0.0820 | rr=1.78 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:08 | SIGNAL | IP/USDT LONG | grade=? conf=93.0 | entry=0.5126-0.5187 sl=0.4995 tp1=0.5317 tp2=0.5429 | rr=1.70 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.70<2.00)
2026-04-21 07:08 | SIGNAL | DASH/USDT LONG | grade=? conf=95.0 | entry=34.3512-34.6177 sl=33.5514 tp1=35.8700 tp2=36.1266 | rr=1.76 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:08 | SIGNAL | ONDO/USDT LONG | grade=? conf=95.0 | entry=0.2520-0.2536 sl=0.2467 tp1=0.2595 tp2=0.2624 | rr=1.59 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:08 | SIGNAL | CHIP/USDT LONG | grade=A+ conf=89.8 | entry=0.0410-0.0416 sl=0.0376 tp1=0.0442 tp2=0.0535 | rr=3.32 | strategy=PriceAction | regime=BULL_TREND | tech=92 vol=69 flow=56 deriv=50 sent=56 corr=60 → APPROVED
2026-04-21 07:09 | SIGNAL | MOVR/USDT LONG | grade=? conf=87.0 | entry=1.9220-2.0191 sl=1.7397 tp1=2.8995 tp2=3.3555 | rr=6.00 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:09 | SIGNAL | RENDER/USDT LONG | grade=? conf=87.0 | entry=1.7710-1.7870 sl=1.7363 tp1=1.9100 tp2=1.9228 | rr=3.37 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:09 | SIGNAL | XAUT/USDT LONG | grade=? conf=87.0 | entry=4751.6033-4761.1160 sl=4642.2070 tp1=4870.5123 tp2=4904.7581 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:09 | SIGNAL | BTC/USDT LONG | grade=? conf=99.0 | entry=75462.8000-75746.2206 sl=73790.0021 tp1=77419.0186 tp2=77963.3710 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:09 | SIGNAL | SOL/USDT LONG | grade=? conf=98.0 | entry=85.3233-85.7333 sl=83.4756 tp1=87.5810 tp2=88.1968 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:09 | SIGNAL | XRP/USDT LONG | grade=? conf=95.0 | entry=1.4226-1.4292 sl=1.3917 tp1=1.4601 tp2=1.4704 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:09 | SIGNAL | ETH/USDT LONG | grade=? conf=99.0 | entry=2301.6000-2313.3195 sl=2132.0447 tp1=2532.2630 tp2=2584.6155 | rr=1.58 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:09 | SIGNAL | DOGE/USDT LONG | grade=? conf=95.0 | entry=0.0940-0.0945 sl=0.0920 tp1=0.0965 tp2=0.0975 | rr=1.44 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.44<1.50)
2026-04-21 07:09 | SIGNAL | HYPE/USDT LONG | grade=? conf=95.0 | entry=40.0763-40.3634 sl=36.8996 tp1=44.8704 tp2=45.8643 | rr=1.70 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:09 | SIGNAL | GUN/USDT LONG | grade=A conf=82.7 | entry=0.0250-0.0257 sl=0.0239 tp1=0.0287 tp2=0.0339 | rr=5.92 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=89 vol=45 flow=50 deriv=60 sent=56 corr=60 → APPROVED
2026-04-21 07:09 | SIGNAL | BASED/USDT SHORT | grade=? conf=56.0 | entry=0.1368-0.1428 sl=0.1698 tp1=0.1098 tp2=0.1008 | rr=1.30 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:09 | SIGNAL | 1000PEPE/USDT LONG | grade=? conf=95.0 | entry=0.0037-0.0037 sl=0.0036 tp1=0.0038 tp2=0.0039 | rr=1.54 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:09 | SIGNAL | BNB/USDT LONG | grade=? conf=95.0 | entry=632.1022-634.1055 sl=617.9094 tp1=648.5123 tp2=653.0087 | rr=1.31 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.31<1.50)
2026-04-21 07:10 | SIGNAL | ADA/USDT LONG | grade=? conf=95.0 | entry=0.2476-0.2490 sl=0.2424 tp1=0.2543 tp2=0.2561 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:10 | SIGNAL | SUI/USDT LONG | grade=? conf=95.0 | entry=0.9361-0.9419 sl=0.9165 tp1=0.9616 tp2=0.9767 | rr=1.67 | strategy=PriceAction | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:10 | SIGNAL | AVAX/USDT LONG | grade=? conf=95.0 | entry=9.2555-9.3089 sl=8.7883 tp1=10.0336 tp2=10.1811 | rr=1.82 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:10 | SIGNAL | TAO/USDT LONG | grade=? conf=95.0 | entry=243.6700-246.0822 sl=236.6378 tp1=260.8800 tp2=263.3297 | rr=2.24 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:10 | SIGNAL | GRIFFAIN/USDT SHORT | grade=? conf=68.7 | entry=0.0181-0.0185 sl=0.0191 tp1=0.0171 tp2=0.0169 | rr=1.81 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.81<2.00)
2026-04-21 07:10 | SIGNAL | DOT/USDT LONG | grade=? conf=95.0 | entry=1.2450-1.2532 sl=1.2191 tp1=1.2791 tp2=1.3000 | rr=1.70 | strategy=SmartMoneyConcepts | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:10 | SIGNAL | NEAR/USDT LONG | grade=? conf=95.0 | entry=1.3650-1.3737 sl=1.3339 tp1=1.4048 tp2=1.4155 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:10 | SIGNAL | FIL/USDT LONG | grade=? conf=95.0 | entry=0.9130-0.9191 sl=0.8940 tp1=0.9380 tp2=0.9453 | rr=1.33 | strategy=SmartMoneyConcepts | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.33<1.50)
2026-04-21 07:10 | SIGNAL | MERL/USDT SHORT | grade=? conf=62.2 | entry=0.0366-0.0376 sl=0.0403 tp1=0.0338 tp2=0.0325 | rr=1.40 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.40<2.00)
2026-04-21 07:10 | SIGNAL | TRUMP/USDT LONG | grade=? conf=92.0 | entry=2.8466-2.8628 sl=2.7862 tp1=2.9232 tp2=2.9438 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<2.00)
2026-04-21 07:10 | SIGNAL | TRX/USDT LONG | grade=? conf=95.0 | entry=0.3287-0.3295 sl=0.3212 tp1=0.3377 tp2=0.3401 | rr=1.39 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.39<1.50)
2026-04-21 07:11 | SIGNAL | FARTCOIN/USDT LONG | grade=? conf=90.7 | entry=0.1995-0.2025 sl=0.1913 tp1=0.2218 tp2=0.2246 | rr=2.43 | strategy=GeometricPattern:FallingWedge | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:11 | SIGNAL | LTC/USDT LONG | grade=? conf=95.0 | entry=55.0521-55.2559 sl=53.8303 tp1=56.4777 tp2=56.8748 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:11 | SIGNAL | WLD/USDT LONG | grade=? conf=95.0 | entry=0.2625-0.2647 sl=0.2568 tp1=0.2715 tp2=0.2735 | rr=1.47 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.47<1.50)
2026-04-21 07:11 | SIGNAL | UNI/USDT LONG | grade=? conf=95.0 | entry=3.3151-3.3358 sl=3.0157 tp1=3.7158 tp2=3.8087 | rr=1.56 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
2026-04-21 07:11 | SIGNAL | BCH/USDT LONG | grade=? conf=95.0 | entry=440.4800-441.9356 sl=430.6188 tp1=451.7968 tp2=454.9735 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:11 | SIGNAL | ARB/USDT LONG | grade=? conf=99.0 | entry=0.1263-0.1273 sl=0.1234 tp1=0.1302 tp2=0.1302 | rr=1.02 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.02<1.50)
2026-04-21 07:11 | SIGNAL | ASTER/USDT LONG | grade=? conf=95.0 | entry=0.6749-0.6778 sl=0.6601 tp1=0.6926 tp2=0.6975 | rr=1.30 | strategy=PriceAction | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:11 | SIGNAL | XLM/USDT LONG | grade=? conf=95.0 | entry=0.1716-0.1726 sl=0.1501 tp1=0.1941 tp2=0.2007 | rr=1.30 | strategy=ElliottWave | regime=BULL_TREND | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(RR_FLOOR rr=1.30<1.50)
2026-04-21 07:11 | SIGNAL | MON/USDT LONG | grade=? conf=99.0 | entry=0.0293-0.0297 sl=0.0245 tp1=0.0371 tp2=0.0386 | rr=1.81 | strategy=ElliottWave | regime=UNKNOWN | tech=0 vol=0 flow=0 deriv=0 sent=0 corr=0 → REJECTED(HOURLY_TOTAL_LIMIT total=12/12)
